,0
2000-10-15,0.4056454947584085
2000-10-31,0.6961968293163368
2000-11-16,0.637454575031419
2000-12-02,0.6016455833073986
2000-12-18,0.0994830470345696
2001-01-01,0.5392643940582442
2001-01-17,0.5087535272196875
2001-02-02,0.486355256608052
2001-02-18,0.5168510814150001
2001-03-06,0.4004888271379365
2001-03-22,0.5029062722900607
2001-04-07,0.5563617952936913
2001-04-23,
2001-05-09,
2001-05-25,
2001-06-10,0.7208765308216005
2001-06-26,0.6955513109585532
2001-07-12,0.7196288779900066
2001-07-28,0.7644771436459319
2001-08-13,0.7498221638036492
2001-08-29,0.785621177982098
2001-09-14,0.8070520298073668
2001-09-30,0.7921425815231838
2001-10-16,0.6244192456334785
2001-11-01,0.704544331682359
2001-11-17,0.6046297505339518
2001-12-03,0.0084652718134687
2001-12-19,0.0906437052161666
2002-01-01,
2002-01-17,
2002-02-02,
2002-02-18,
2002-03-22,0.517298010181009
2002-04-07,0.486881956189844
2002-04-23,0.5412319233767691
2002-05-09,0.6039737482493699
2002-05-25,0.7504119752558701
2002-06-10,0.7035232764562271
2002-06-26,0.7809778446887683
2002-07-12,0.8596005167725091
2002-07-28,0.8021263223306392
2002-08-13,0.7873673696470443
2002-08-29,0.7963722294865795
2002-09-14,0.7650739122518887
2002-09-30,0.7882641599033885
2002-10-16,0.7898473519559328
2002-11-01,0.7614203664987269
2002-11-17,0.5237745144759012
2002-12-03,0.7917611608665308
2002-12-19,0.2513947573815681
2003-01-01,0.7249566970369499
2003-01-17,0.7510875013717526
2003-02-02,0.6727952275861663
2003-02-18,0.6486503587693422
2003-03-06,
2003-03-22,0.6110832478376329
2003-04-07,0.4990101755829009
2003-04-23,0.6387324648610558
2003-05-09,0.6122442796901735
2003-05-25,0.6960689407786854
2003-06-10,0.739587121654037
2003-06-26,0.7819801731790235
2003-07-12,0.8251182150823725
2003-07-28,0.8264061233970775
2003-08-13,0.8234523640176055
2003-08-29,0.8341768870927374
2003-09-14,0.8324118953534503
2003-09-30,0.7356369990187247
2003-10-16,0.749830739877783
2003-11-01,0.665788508092493
2003-11-17,0.6173223356995281
2003-12-03,0.6002860471891904
2003-12-19,0.1354070662283227
2004-01-01,0.1345908496699811
2004-01-17,0.6492792035792969
2004-02-02,0.5589230753017779
2004-02-18,0.5355269212042499
2004-03-05,0.5619721455904885
2004-03-21,0.5244866660266629
2004-04-06,0.55952966616583
2004-04-22,0.618213385522484
2004-05-08,0.7319851810889288
2004-05-24,0.7039394790524673
2004-06-09,0.7844855030290298
2004-06-25,0.7703743181918552
2004-07-11,0.7982229857130441
2004-07-27,0.8229627662806992
2004-08-12,0.7284264573710622
2004-08-28,0.8401273216342894
2004-09-13,0.7306651197581931
2004-09-29,0.8216132855870364
2004-10-15,0.5795464778096332
2004-10-31,0.677568726196221
2004-11-16,0.6845391810142416
2004-12-02,0.5946222140306302
2004-12-18,0.417981951665932
2005-01-01,0.263751085212303
2005-01-17,
2005-02-02,0.4495068828614978
2005-02-18,0.5626513538340018
2005-03-06,0.547905578123309
2005-03-22,0.5922008373904386
2005-04-07,0.5872051474700276
2005-04-23,0.6477678216221604
2005-05-09,0.7713686299258934
2005-05-25,0.7362106807512228
2005-06-10,0.7900744692908257
2005-06-26,0.7273271529222053
2005-07-12,0.8307958096473231
2005-07-28,0.7985771830348087
2005-08-13,0.7837615997935466
2005-08-29,0.6910815355625839
2005-09-14,0.7329672960627542
2005-09-30,0.6376524517546605
2005-10-16,0.5907864291319646
2005-11-01,0.154377121171486
2005-11-17,0.6896588976427105
2005-12-03,0.6183585810566239
2005-12-19,
2006-01-01,0.5313008317118864
2006-01-17,0.3218798560655373
2006-02-02,0.5497111009648936
2006-02-18,0.2398206875508383
2006-03-06,0.4103001079029232
2006-03-22,0.1541581084335784
2006-04-07,0.4638778607598349
2006-04-23,0.5138791523763055
2006-05-09,0.660475713139148
2006-05-25,0.7583934507574158
2006-06-10,0.6760137871249894
2006-06-26,0.7575681808994261
2006-07-12,0.7498210981596418
2006-07-28,0.7599365873575339
2006-08-13,0.8219065486697145
2006-08-29,0.8000972326289846
2006-09-14,0.7923921720224774
2006-09-30,0.7412399705857711
2006-10-16,0.7256844099531427
2006-11-01,0.7140015516086125
2006-11-17,0.1532916136632076
2006-12-03,0.1084481393358376
2006-12-19,0.4402856904492172
2007-01-01,0.1491163788905151
2007-01-17,0.5872285457257553
2007-02-02,
2007-02-18,0.1361626250921494
2007-03-06,0.4982059902787626
2007-03-22,0.4566273279751506
2007-04-07,0.5592597855570224
2007-04-23,0.5486328187108999
2007-05-09,0.5758649775853791
2007-05-25,0.6734366217253209
2007-06-10,0.7810846171003015
2007-06-26,0.7890267601082069
2007-07-12,0.7568532515811918
2007-07-28,0.8293785124544212
2007-08-13,0.844820882551789
2007-08-29,0.8469848240651644
2007-09-14,0.7889310387523474
2007-09-30,0.6543129609652506
2007-10-16,0.5762550366053008
2007-11-01,0.5197831611145195
2007-11-17,0.4889722444845228
2007-12-03,0.3786543093088549
2007-12-19,0.1551009028049668
2008-01-01,0.2365851483660951
2008-01-17,0.4021021362433046
2008-02-02,0.3888068676765452
2008-02-18,0.527592510942281
2008-03-05,0.4178350577590987
2008-03-21,0.5000074375524513
2008-04-06,0.4114207506888465
2008-04-22,0.4886468120326322
2008-05-08,0.5660663515256386
2008-05-24,0.6915520450150849
2008-06-09,0.6537226696812942
2008-06-25,0.8090070158887077
2008-07-11,0.771271014606881
2008-07-27,0.8070440488207378
2008-08-12,0.7916777137909046
2008-08-28,0.8369029770882752
2008-09-13,0.8029944677109545
2008-09-29,0.8218746071012416
2008-10-15,0.6723321531761236
2008-10-31,0.3440015172113595
2008-11-16,0.5528159855037508
2008-12-02,0.4634578852307501
2008-12-18,0.0817643493657427
2009-01-01,0.0961110782950082
2009-01-17,0.442121024626598
2009-02-02,0.1700206446572587
2009-02-18,0.2532699890924761
2009-03-06,0.4653421552598807
2009-03-22,0.3891898889210953
2009-04-07,0.4253463942070409
2009-04-23,0.5195796438311469
2009-05-09,0.6002413840661481
2009-05-25,0.6248409580040568
2009-06-10,0.6595142194664392
2009-06-26,0.7066085176478261
2009-07-12,0.7308303534883515
2009-07-28,0.72672844927767
2009-08-13,0.7604158192053202
2009-08-29,0.7707602837861507
2009-09-14,0.691596073738949
2009-09-30,0.7552027819172602
2009-10-16,0.5973577979142797
2009-11-01,
2009-11-17,0.4979997778522617
2009-12-03,0.6602099374895043
2009-12-19,0.5729909344571003
2010-01-01,0.5485716382634016
2010-01-17,
2010-02-02,0.5222875574976504
2010-02-18,0.6140155856232843
2010-03-06,0.587455491025387
2010-03-22,0.6727599285712077
2010-04-07,0.5787825234376567
2010-04-23,0.6603593225186426
2010-05-09,0.7003114327820565
2010-05-25,0.6806273290929629
2010-06-10,0.7552916043016996
2010-06-26,0.7557563628074448
2010-07-12,0.742733237358572
2010-07-28,0.7423893159230248
2010-08-13,0.7093414308596241
2010-08-29,0.7794581670762075
2010-09-14,0.7972234420485099
2010-09-30,0.753964267098922
2010-10-16,0.6733867810801685
2010-11-01,0.6569608746560006
2010-11-17,0.5788621554375729
2010-12-03,0.5880630968634136
2010-12-19,0.3724403521524487
2011-01-01,0.449443244866346
2011-01-17,0.5752579053415487
2011-02-02,0.3773202912340345
2011-02-18,0.3737570144795705
2011-03-06,0.4242997858082247
2011-03-22,0.0610277664738147
2011-04-07,0.5621718804764267
2011-04-23,0.5192038438739717
2011-05-09,0.6360450042655673
2011-05-25,0.680884474550511
2011-06-10,0.7461867422280716
2011-06-26,0.805637554989648
2011-07-12,0.7783717476100558
2011-07-28,0.8635616926070032
2011-08-13,0.849248070502977
2011-08-29,0.8496714596863096
2011-09-14,0.7702372469358638
2011-09-30,0.6417412825394548
2011-10-16,0.74291929475725
2011-11-01,0.4640720877449801
2011-11-17,0.3328885120121118
